Gene,Gene name,Main location,Other location,Expression type,Reliability,Main location GO id,Other location GO id,,Sort
ENSG00000143367,TUFT1,Vesicles,,APE,Uncertain,GO:0043231,,,5065
ENSG00000143368,SF3B4,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5066
ENSG00000143369,ECM1,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,5067
ENSG00000143373,ZNF687,Nucleoli,Nucleus;Vesicles,APE,Uncertain,GO:0005730,GO:0005634;GO:0043231,,5068
ENSG00000143374,TARS2,Nucleus but not nucleoli;Cytoplasm,Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005654;GO:0005737,GO:0045111,,5069
ENSG00000143375,CGN,Cell Junctions,Nucleus but not nucleoli;Plasma membrane;Golgi apparatus,APE,Supportive,GO:0030054,GO:0005654;GO:0005886;GO:0005794,,5070
ENSG00000143376,SNX27,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5071
ENSG00000143379,SETDB1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5072
ENSG00000143382,ADAMTSL4,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,5073
ENSG00000143384,MCL1,Nucleus;Mitochondria,,APE,Supportive,GO:0005634;GO:0005739,,,5074
ENSG00000143393,PI4KB,Cytoplasm,Golgi apparatus,APE,Supportive,GO:0005737,GO:0005794,,5075
ENSG00000143398,PIP5K1A,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005886;GO:0005737,GO:0005654,,5076
ENSG00000143409,FAM63A,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5077
ENSG00000143412,ANXA9,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,5078
ENSG00000143416,SELENBP1,Nucleoli,,APE,Supportive,GO:0005730,,,5079
ENSG00000143418,CERS2,Nuclear membrane;Endoplasmic reticulum,,APE,Supportive,GO:0031965;GO:0005783,,,5080
ENSG00000143420,ENSA,Nucleus;Nucleoli,Cytoplasm;Cytoskeleton (Microtubules),APE,Uncertain,GO:0005634;GO:0005730,GO:0005737;GO:0015630,,5081
ENSG00000143436,MRPL9,Mitochondria,,APE,Supportive,GO:0005739,,,5082
ENSG00000143437,ARNT,Nucleus,,APE,Supportive,GO:0005634,,,5083
ENSG00000143442,POGZ,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5084
ENSG00000143443,C1orf56,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5085
ENSG00000143457,GOLPH3L,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005886;GO:0005737,GO:0005654,,5086
ENSG00000143458,GABPB2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5087
ENSG00000143469,SYT14,Vesicles,,APE,Supportive,GO:0043231,,,5088
ENSG00000143476,DTL,Nucleus,Nucleoli;Vesicles,APE,Supportive,GO:0005634,GO:0005730;GO:0043231,,5089
ENSG00000143486,EIF2D,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,5090
ENSG00000143494,VASH2,Cytoplasm,,APE,Uncertain,GO:0005737,,,5091
ENSG00000143498,TAF1A,Nucleus,Vesicles;Cytoskeleton (Microtubules),APE,Supportive,GO:0005634,GO:0043231;GO:0015630,,5092
ENSG00000143499,SMYD2,Cytoplasm,Mitochondria;Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005737,GO:0005739;GO:0045111,,5093
ENSG00000143502,SUSD4,Vesicles,,APE,Uncertain,GO:0043231,,,5094
ENSG00000143507,DUSP10,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,5095
ENSG00000143512,HHIPL2,Mitochondria,Cytoplasm,APE,Uncertain,GO:0005739,GO:0005737,,5096
ENSG00000143514,TP53BP2,Cell Junctions,Plasma membrane;Cytoplasm,APE,Supportive,GO:0030054,GO:0005886;GO:0005737,,5097
ENSG00000143515,ATP8B2,Golgi apparatus;Vesicles,Cytoplasm,APE,Uncertain,GO:0005794;GO:0043231,GO:0005737,,5098
ENSG00000143536,CRNN,Nucleus,,APE,Uncertain,GO:0005634,,,5099
ENSG00000143543,JTB,Vesicles,Cytoskeleton (Actin filaments),APE,Uncertain,GO:0043231,GO:0015629,,5100
ENSG00000143545,RAB13,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,5101
ENSG00000143553,SNAPIN,Nucleoli;Golgi apparatus,,APE,Supportive,GO:0005730;GO:0005794,,,5102
ENSG00000143554,SLC27A3,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,5103
ENSG00000143569,UBAP2L,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5104
ENSG00000143570,SLC39A1,Cytoplasm,,APE,Uncertain,GO:0005737,,,5105
ENSG00000143578,CREB3L4,Nucleus but not nucleoli;Nuclear membrane,Mitochondria,APE,Uncertain,GO:0005654;GO:0031965,GO:0005739,,5106
ENSG00000143590,EFNA3,Nucleus;Cytoplasm;Cell Junctions,,APE,Uncertain,GO:0005634;GO:0005737;GO:0030054,,,5107
ENSG00000143603,KCNN3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5108
ENSG00000143614,GATAD2B,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5109
ENSG00000143621,ILF2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5110
ENSG00000143627,PKLR,Cytoplasm,,APE,Uncertain,GO:0005737,,,5111
ENSG00000143631,FLG,Vesicles,,APE,Supportive,GO:0043231,,,5112
ENSG00000143633,C1orf131,Nucleus;Nucleoli,Cytoplasm,APE,Supportive,GO:0005634;GO:0005730,GO:0005737,,5113
ENSG00000143641,GALNT2,Golgi apparatus,,APE,Supportive,GO:0005794,,,5114
ENSG00000143643,TTC13,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5115
ENSG00000143653,SCCPDH,Vesicles,,APE,Uncertain,GO:0043231,,,5116
ENSG00000143669,LYST,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5117
ENSG00000143674,MLK4,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,5118
ENSG00000143702,CEP170,Cytoplasm;Centrosome,,APE,Supportive,GO:0005737;GO:0005813,,,5119
ENSG00000143727,ACP1,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,5120
ENSG00000143748,NVL,Nucleoli,Nucleus,APE,Supportive,GO:0005730,GO:0005634,,5121
ENSG00000143751,SDE2,Nucleus,Nucleoli;Plasma membrane;Cytoplasm,APE,Supportive,GO:0005634,GO:0005730;GO:0005886;GO:0005737,,5122
ENSG00000143756,FBXO28,Nucleus but not nucleoli;Focal Adhesions,,APE,Uncertain,GO:0005654;GO:0005925,,,5123
ENSG00000143761,ARF1,Cytoplasm,Plasma membrane,APE,Uncertain,GO:0005737,GO:0005886,,5124
ENSG00000143774,GUK1,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5125
ENSG00000143776,CDC42BPA,Nucleus but not nucleoli;Golgi apparatus;Vesicles,,APE,Uncertain,GO:0005654;GO:0005794;GO:0043231,,,5126
ENSG00000143793,C1orf35,Nucleus;Plasma membrane,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005886,GO:0005737,,5127
ENSG00000143797,MBOAT2,Vesicles,,APE,Uncertain,GO:0043231,,,5128
ENSG00000143799,PARP1,Nucleus,,APE,Supportive,GO:0005634,,,5129
ENSG00000143801,PSEN2,Nucleus,,APE,Supportive,GO:0005634,,,5130
ENSG00000143811,PYCR2,Mitochondria,,APE,Uncertain,GO:0005739,,,5131
ENSG00000143815,LBR,Nuclear membrane,,APE,Supportive,GO:0031965,,,5132
ENSG00000143842,SOX13,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5133
ENSG00000143847,PPFIA4,Nucleus,Nucleoli;Cytoplasm,APE,Supportive,GO:0005634,GO:0005730;GO:0005737,,5134
ENSG00000143850,PLEKHA6,Cell Junctions,,APE,Uncertain,GO:0030054,,,5135
ENSG00000143858,SYT2,Vesicles,,APE,Supportive,GO:0043231,,,5136
ENSG00000143867,OSR1,Nucleoli,,APE,Uncertain,GO:0005730,,,5137
ENSG00000143870,PDIA6,Cytoplasm;Endoplasmic reticulum,,APE,Supportive,GO:0005737;GO:0005783,,,5138
ENSG00000143889,HNRNPLL,Nucleus,Cytoplasm;Mitochondria,APE,Uncertain,GO:0005634,GO:0005737;GO:0005739,,5139
ENSG00000143891,GALM,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5140
ENSG00000143919,CAMKMT,Nucleus,,APE,Supportive,GO:0005634,,,5141
ENSG00000143921,ABCG8,Vesicles,,APE,Uncertain,GO:0043231,,,5142
ENSG00000143924,EML4,Cytoplasm;Cytoskeleton (Microtubules),Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005737;GO:0015630,GO:0045111,,5143
ENSG00000143942,CHAC2,Cytoplasm,,APE,Uncertain,GO:0005737,,,5144
ENSG00000143951,WDPCP,Cell Junctions,,APE,Uncertain,GO:0030054,,,5145
ENSG00000143970,ASXL2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5146
ENSG00000143971,ETAA1,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5147
ENSG00000143995,MEIS1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5148
ENSG00000144021,CIAO1,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5149
ENSG00000144026,ZNF514,Nucleus,,APE,Uncertain,GO:0005634,,,5150
ENSG00000144028,SNRNP200,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5151
ENSG00000144029,MRPS5,Mitochondria,,APE,Supportive,GO:0005739,,,5152
ENSG00000144034,TPRKB,Cytoplasm,,APE,Supportive,GO:0005737,,,5153
ENSG00000144036,EXOC6B,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5154
ENSG00000144040,SFXN5,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,5155
ENSG00000144043,TEX261,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5156
ENSG00000144045,DQX1,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,5157
ENSG00000144136,SLC20A1,Vesicles,,APE,Uncertain,GO:0043231,,,5158
ENSG00000144152,FBLN7,Plasma membrane,Cell Junctions,APE,Uncertain,GO:0005886,GO:0030054,,5159
ENSG00000144161,ZC3H8,Nucleus,Centrosome,APE,Supportive,GO:0005634,GO:0005813,,5160
ENSG00000144218,AFF3,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5161
ENSG00000144224,UBXN4,Endoplasmic reticulum,Cytoplasm,APE,Supportive,GO:0005783,GO:0005737,,5162
ENSG00000144228,SPOPL,Vesicles,,APE,Uncertain,GO:0043231,,,5163
ENSG00000144230,GPR17,Vesicles,,APE,Uncertain,GO:0043231,,,5164
ENSG00000144231,POLR2D,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5165
ENSG00000144233,AMMECR1L,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,5166
ENSG00000144283,PKP4,Plasma membrane;Cell Junctions,,APE,Supportive,GO:0005886;GO:0030054,,,5167
ENSG00000144306,SCRN3,Cytoplasm;Vesicles,,APE,Uncertain,GO:0005737;GO:0043231,,,5168
ENSG00000144320,KIAA1715,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5169
ENSG00000144339,TMEFF2,Cytoskeleton (Microtubules),Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0015630,GO:0045171,,5170
ENSG00000144354,CDCA7,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5171
ENSG00000144355,DLX1,Nucleus;Vesicles,Cell Junctions,APE,Uncertain,GO:0005634;GO:0043231,GO:0030054,,5172
ENSG00000144357,UBR3,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,5173
ENSG00000144362,PHOSPHO2,Cytoplasm;Vesicles,,APE,Uncertain,GO:0005737;GO:0043231,,,5174
ENSG00000144366,GULP1,Vesicles,,APE,Uncertain,GO:0043231,,,5175
ENSG00000144369,FAM171B,Nucleus;Mitochondria,,APE,Uncertain,GO:0005634;GO:0005739,,,5176
ENSG00000144381,HSPD1,Mitochondria,,APE,Supportive,GO:0005739,,,5177
ENSG00000144395,CCDC150,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5178
ENSG00000144401,METTL21A,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,5179
ENSG00000144406,UNC80,Vesicles,,APE,Uncertain,GO:0043231,,,5180
ENSG00000144426,NBEAL1,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,5181
ENSG00000144445,KANSL1L,Cytoplasm,,APE,Uncertain,GO:0005737,,,5182
ENSG00000144460,NYAP2,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005654,GO:0045111,,5183
ENSG00000144468,RHBDD1,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,5184
ENSG00000144476,ACKR3,Plasma membrane;Vesicles,,APE,Supportive,GO:0005886;GO:0043231,,,5185
ENSG00000144485,HES6,Nucleus;Nucleoli,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005730,GO:0005737,,5186
ENSG00000144504,ANKMY1,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,5187
ENSG00000144524,COPS7B,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5188
ENSG00000144554,FANCD2,Nucleus,Nucleoli;Cytoplasm,APE,Supportive,GO:0005634,GO:0005730;GO:0005737,,5189
ENSG00000144559,TAMM41,Cytoplasm,,APE,Uncertain,GO:0005737,,,5190
ENSG00000144560,VGLL4,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,5191
ENSG00000144567,FAM134A,Cytoplasm,,APE,Uncertain,GO:0005737,,,5192
ENSG00000144579,CTDSP1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5193
ENSG00000144589,STK11IP,Cytoplasm;Vesicles,,APE,Supportive,GO:0005737;GO:0043231,,,5194
ENSG00000144596,GRIP2,Cytoplasm,,APE,Uncertain,GO:0005737,,,5195
ENSG00000144597,EAF1,Nucleus,Vesicles,APE,Supportive,GO:0005634,GO:0043231,,5196
ENSG00000144635,DYNC1LI1,Cytoplasm;Centrosome,,APE,Supportive,GO:0005737;GO:0005813,,,5197
ENSG00000144642,RBMS3,Vesicles,,APE,Uncertain,GO:0043231,,,5198
ENSG00000144644,GADL1,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005886;GO:0005737,,,5199
ENSG00000144645,OSBPL10,Plasma membrane;Cytoplasm;Golgi apparatus,,APE,Uncertain,GO:0005886;GO:0005737;GO:0005794,,,5200
ENSG00000144655,CSRNP1,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,5201
ENSG00000144668,ITGA9,Vesicles,Nucleus,APE,Uncertain,GO:0043231,GO:0005634,,5202
ENSG00000144671,SLC22A14,Nucleus but not nucleoli,Plasma membrane;Cytoplasm;Vesicles,APE,Uncertain,GO:0005654,GO:0005886;GO:0005737;GO:0043231,,5203
ENSG00000144674,GOLGA4,Cytoplasm;Golgi apparatus;Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0005737;GO:0005794;GO:0043231,GO:0005654,,5204
ENSG00000144677,CTDSPL,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,5205
ENSG00000144711,IQSEC1,Nucleoli;Vesicles,,APE,Uncertain,GO:0005730;GO:0043231,,,5206
ENSG00000144712,CAND2,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,5207
ENSG00000144713,RPL32,Cytoplasm,,APE,Uncertain,GO:0005737,,,5208
ENSG00000144730,IL17RD,Golgi apparatus,Nucleus but not nucleoli,APE,Supportive,GO:0005794,GO:0005654,,5209
ENSG00000144736,SHQ1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5210
ENSG00000144741,SLC25A26,Mitochondria,,APE,Supportive,GO:0005739,,,5211
ENSG00000144744,UBA3,Plasma membrane;Cytoplasm,Nucleus but not nucleoli;Centrosome,APE,Uncertain,GO:0005886;GO:0005737,GO:0005654;GO:0005813,,5212
ENSG00000144746,ARL6IP5,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,5213
ENSG00000144747,TMF1,Golgi apparatus,,APE,Supportive,GO:0005794,,,5214
ENSG00000144749,LRIG1,Cytoplasm,,APE,Uncertain,GO:0005737,,,5215
ENSG00000144792,ZNF660,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,5216
ENSG00000144810,COL8A1,Vesicles,,APE,Supportive,GO:0043231,,,5217
ENSG00000144815,NXPE3,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,5218
ENSG00000144821,MYH15,Nucleus but not nucleoli;Mitochondria;Centrosome,,APE,Uncertain,GO:0005654;GO:0005739;GO:0005813,,,5219
ENSG00000144824,PHLDB2,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,5220
ENSG00000144827,ABHD10,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,5221
ENSG00000144834,TAGLN3,Nucleus,Vesicles,APE,Uncertain,GO:0005634,GO:0043231,,5222
ENSG00000144840,RABL3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5223
ENSG00000144843,ADPRH,Nucleus;Nuclear membrane,,APE,Uncertain,GO:0005634;GO:0031965,,,5224
ENSG00000144848,ATG3,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,5225
ENSG00000144857,BOC,Nucleus but not nucleoli;Plasma membrane,,APE,Supportive,GO:0005654;GO:0005886,,,5226
ENSG00000144867,SRPRB,Plasma membrane,,APE,Uncertain,GO:0005886,,,5227
ENSG00000144893,MED12L,Nucleoli,,APE,Uncertain,GO:0005730,,,5228
ENSG00000144895,EIF2A,Cytoplasm;Mitochondria,,APE,Uncertain,GO:0005737;GO:0005739,,,5229
ENSG00000144908,ALDH1L1,Cytoplasm,,APE,Supportive,GO:0005737,,,5230
ENSG00000144909,OSBPL11,Nucleus but not nucleoli;Golgi apparatus,,APE,Uncertain,GO:0005654;GO:0005794,,,5231
ENSG00000144935,TRPC1,Vesicles,,APE,Uncertain,GO:0043231,,,5232
ENSG00000144959,NCEH1,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,5233
ENSG00000145012,LPP,Cytoplasm;Focal Adhesions,,APE,Supportive,GO:0005737;GO:0005925,,,5234
ENSG00000145014,TMEM44,Cytoplasm,,APE,Supportive,GO:0005737,,,5235
ENSG00000145016,KIAA0226,Cytoplasm;Vesicles,,APE,Supportive,GO:0005737;GO:0043231,,,5236
ENSG00000145022,TCTA,Cytoplasm,,APE,Uncertain,GO:0005737,,,5237
ENSG00000145040,UCN2,Vesicles,,APE,Supportive,GO:0043231,,,5238
ENSG00000145041,VPRBP,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,5239
ENSG00000145050,MANF,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,5240
ENSG00000145088,EAF2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5241
ENSG00000145103,ILDR1,,,APE,Uncertain,,,,5242
ENSG00000145147,SLIT2,Nucleoli;Vesicles,Cytoplasm,APE,Uncertain,GO:0005730;GO:0043231,GO:0005737,,5243
ENSG00000145191,EIF2B5,Cytoplasm,,APE,Supportive,GO:0005737,,,5244
ENSG00000145194,ECE2,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,5245
ENSG00000145198,VWA5B2,Nucleus;Golgi apparatus,,APE,Uncertain,GO:0005634;GO:0005794,,,5246
ENSG00000145216,FIP1L1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5247
ENSG00000145217,SLC26A1,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,5248
ENSG00000145220,LYAR,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,5249
ENSG00000145241,CENPC,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,5250
ENSG00000145246,ATP10D,Nucleus but not nucleoli;Plasma membrane,,APE,Supportive,GO:0005654;GO:0005886,,,5251
ENSG00000145247,OCIAD2,Mitochondria,Plasma membrane,APE,Supportive,GO:0005739,GO:0005886,,5252
ENSG00000145293,ENOPH1,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,5253
ENSG00000145331,TRMT10A,Nucleoli;Nucleus but not nucleoli;Cytoplasm;Cytoskeleton (Actin filaments),,APE,Uncertain,GO:0005730;GO:0005654;GO:0005737;GO:0015629,,,5254
ENSG00000145332,KLHL8,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5255
ENSG00000145337,PYURF,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5256
ENSG00000145348,TBCK,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,5257
ENSG00000145354,CISD2,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,5258
ENSG00000145358,DDIT4L,Plasma membrane,Nucleus but not nucleoli;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005886,GO:0005654;GO:0015629,,5259
ENSG00000145362,ANK2,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5260
ENSG00000145365,TIFA,Nucleoli;Cytoplasm,Nucleus,APE,Uncertain,GO:0005730;GO:0005737,GO:0005634,,5261
ENSG00000145384,FABP2,Cytoplasm;Cytoskeleton (Actin filaments),Plasma membrane,APE,Uncertain,GO:0005737;GO:0015629,GO:0005886,,5262
ENSG00000145386,CCNA2,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,5263
ENSG00000145388,METTL14,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5264
ENSG00000145390,USP53,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,5265
ENSG00000145391,SETD7,Nucleoli,,APE,Supportive,GO:0005730,,,5266
ENSG00000145414,NAF1,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,5267
ENSG00000145416,01-Mar,Mitochondria,,APE,Supportive,GO:0005739,,,5268
ENSG00000145425,RPS3A,Nucleoli;Cytoplasm,,APE,Supportive,GO:0005730;GO:0005737,,,5269
ENSG00000145431,PDGFC,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,5270
ENSG00000145476,CYP4V2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5271
ENSG00000145555,MYO10,Nucleoli;Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005730;GO:0005886;GO:0005737,,,5272
ENSG00000145569,FAM105A,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,5273
ENSG00000145604,SKP2,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,5274
ENSG00000145675,PIK3R1,Cytoplasm,,APE,Uncertain,GO:0005737,,,5275
ENSG00000145685,LHFPL2,Cytoskeleton (Actin filaments),Vesicles,APE,Uncertain,GO:0015629,GO:0043231,,5276
ENSG00000145687,SSBP2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5277
ENSG00000145692,BHMT,Cytoplasm,,APE,Supportive,GO:0005737,,,5278
ENSG00000145703,IQGAP2,Plasma membrane;Vesicles,,APE,Uncertain,GO:0005886;GO:0043231,,,5279
ENSG00000145723,GIN1,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,5280
ENSG00000145725,PPIP5K2,Vesicles,,APE,Uncertain,GO:0043231,,,5281
ENSG00000145730,PAM,Cytoplasm;Golgi apparatus,,APE,Uncertain,GO:0005737;GO:0005794,,,5282
ENSG00000145734,BDP1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5283
ENSG00000145740,SLC30A5,Golgi apparatus,Nucleus,APE,Supportive,GO:0005794,GO:0005634,,5284
ENSG00000145741,BTF3,Cytoplasm,,APE,Supportive,GO:0005737,,,5285
ENSG00000145743,FBXL17,Nucleus,,APE,Uncertain,GO:0005634,,,5286
ENSG00000145757,SPATA9,Mitochondria,,APE,Uncertain,GO:0005739,,,5287
ENSG00000145779,TNFAIP8,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5288
ENSG00000145780,FEM1C,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5289
ENSG00000145808,ADAMTS19,Vesicles;Cytoskeleton (Cytokinetic bridge),,APE,Uncertain,GO:0043231;GO:0045171,,,5290
ENSG00000145819,ARHGAP26,Cytoplasm,,APE,Uncertain,GO:0005737,,,5291
ENSG00000145832,SLC25A48,Cytoskeleton (Intermediate filaments),Cytoskeleton (Actin filaments),APE,Uncertain,GO:0045111,GO:0015629,,5292
ENSG00000145833,DDX46,Nucleus,,APE,Supportive,GO:0005634,,,5293
ENSG00000145850,TIMD4,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,5294
ENSG00000145860,RNF145,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005886;GO:0005737,,,5295
ENSG00000145868,FBXO38,Nucleus but not nucleoli;Plasma membrane,Cytoplasm;Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005654;GO:0005886,GO:0005737;GO:0045171,,5296
ENSG00000145882,PCYOX1L,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,5297
ENSG00000145901,TNIP1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5298
ENSG00000145907,G3BP1,Cytoplasm,,APE,Supportive,GO:0005737,,,5299
ENSG00000145911,N4BP3,Nucleus but not nucleoli,Centrosome,APE,Supportive,GO:0005654,GO:0005813,,5300
ENSG00000145912,NHP2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5301
ENSG00000145916,RMND5B,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5302
ENSG00000145945,FAM50B,Nucleus,Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005634,GO:0045171,,5303
ENSG00000145982,FARS2,Plasma membrane,,APE,Uncertain,GO:0005886,,,5304
ENSG00000145990,GFOD1,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,APE,Uncertain,GO:0005654;GO:0005737,GO:0005886,,5305
ENSG00000145996,CDKAL1,Vesicles,,APE,Uncertain,GO:0043231,,,5306
ENSG00000146007,ZMAT2,Nucleus,Mitochondria,APE,Supportive,GO:0005634,GO:0005739,,5307
ENSG00000146013,GFRA3,Plasma membrane;Vesicles,Cytoplasm,APE,Supportive,GO:0005886;GO:0043231,GO:0005737,,5308
